"","personid","yob","sex","edu","childincomecompare","adultincome","y92_simscore","y04_letterflu","y04_catflu","y04_simscore","y04_digit","y04_imrecall","y11_remember","y11_solve","y11_letterflu","y11_catflu","y11_digit","y11_imrecall","y04_involvechar","y04_involveorgs","y04_volrarelythink","y04_volloss","y04_volselfimport","y04_involvehobby","y04_involveinstru10","y04_involveinstru35"
"9156",929938,39,1,2,3,40000,9,14,16,7,8,8,2,1,17,31,10,5,3,1,3,6,6,1,2,2
"9159",929947,39,2,-2,3,47000,9,10,20,9,10,6,1,1,12,13,6,6,1,1,3,6,5,1,3,3
"9160",929951,38,1,-2,2,30300,4,-2,-2,8,-2,-2,1,1,6,-2,-2,-2,1,1,1,6,6,1,2,2
"9161",929955,38,1,-2,2,40000,4,7,19,10,6,4,1,1,7,12,4,6,3,1,4,5,4,5,3,3
"9163",929969,39,2,-2,3,39100,10,17,-2,7,0,4,2,1,12,-2,8,5,1,3,4,4,4,3,3,3
"9164",929976,39,2,-2,3,55030,9,13,-2,10,11,8,2,1,10,-2,7,7,3,1,6,2,2,1,2,2
"9165",929978,39,1,2,2,278000,10,20,23,6,12,10,1,1,20,22,10,6,3,1,7,1,2,1,3,3
"9167",929983,39,1,4,4,0,6,-2,-2,7,-2,-2,1,1,16,-2,-2,-2,-3,-3,-3,-3,-3,-3,3,3
"9170",929996,39,2,-2,3,8000,6,9,-2,4,12,8,1,1,-3,-2,6,7,1,1,7,1,1,1,3,3
"9172",929998,39,1,3,4,192000,8,9,28,9,10,4,2,1,6,26,10,6,3,1,6,4,2,1,3,3
"9173",930000,38,1,-2,3,92550,10,-4,-4,-4,9,3,1,1,14,15,7,5,1,1,1,7,7,2,3,3
"9178",930028,39,2,2,3,2e+05,12,15,-2,6,10,8,2,1,18,-2,9,8,3,1,2,4,3,3,3,3
"9179",930030,39,2,-2,4,101000,13,15,-2,10,9,5,1,1,15,-2,10,6,1,1,1,7,7,1,3,3
"9185",930056,39,1,-2,3,62000,8,-2,-2,-4,-2,-2,2,1,-4,-2,-2,-2,-3,-3,1,-3,-3,-3,-3,-3
"9186",930064,39,1,4,3,85000,11,13,31,8,11,8,2,1,10,22,6,5,1,1,3,7,6,1,3,3
"9187",930066,39,2,-2,3,51000,6,-2,-2,8,-2,-2,2,1,10,-2,-2,-2,1,1,3,3,3,1,3,3
"9194",930087,39,2,-2,3,55000,8,9,-2,11,6,5,1,1,14,-2,6,6,2,1,7,7,5,1,2,2
"9195",930093,38,2,-2,3,37000,5,10,11,5,4,4,2,3,12,20,7,5,3,1,4,7,7,1,3,3
"9197",930096,38,1,2,4,3e+05,9,8,24,7,8,6,2,1,7,23,4,7,5,1,7,1,1,1,3,3
"9198",930098,39,2,-2,3,39500,7,16,25,8,6,5,2,1,18,17,12,5,4,3,5,3,4,2,2,2
"9201",930102,39,1,-2,3,0,11,-2,-2,6,-2,-2,1,1,10,-2,-2,-2,1,1,1,7,7,1,3,3
"9203",930107,39,1,-2,3,42500,5,-2,-2,4,-2,-2,1,1,6,-2,-2,-2,1,1,3,5,7,1,3,2
"9204",930110,39,2,3,3,0,-3,-2,-2,7,-2,-2,1,1,21,-2,-2,-2,3,3,7,7,4,1,3,3
"9205",930116,38,1,-2,3,190000,7,14,18,6,5,5,1,1,13,11,8,6,3,1,2,6,2,1,3,3
"9207",930121,39,2,1,3,40500,8,8,-2,9,11,6,1,1,8,-2,7,4,2,1,6,4,4,1,3,3
"9208",930124,39,1,-2,3,36700,3,9,13,6,-3,4,2,2,10,20,5,6,1,1,4,3,1,1,1,1
"9209",930125,38,1,-2,4,65000,7,-2,-2,7,-2,-2,2,1,-4,-2,-2,-2,1,1,2,7,7,1,3,3
"9210",930126,39,1,-2,3,18000,6,8,-2,7,6,5,2,1,-4,-2,7,4,3,1,6,4,2,-3,3,3
"9211",930136,39,2,-2,3,73000,11,5,-2,4,8,4,1,1,10,-2,8,5,1,1,4,7,7,1,3,3
"9212",930137,39,1,-2,3,47500,8,-2,-2,7,-2,-2,1,1,11,-2,-2,-2,1,1,4,6,4,1,3,3
"9213",930149,39,2,3,4,139505,10,19,21,12,9,7,1,1,10,25,8,5,1,1,7,4,2,2,2,2
"9214",930154,39,2,-2,2,11000,8,-2,-2,7,-2,-2,1,1,13,-2,-2,-2,1,1,3,4,6,1,2,2
"9216",930160,40,2,-2,4,58200,7,-2,-2,6,-2,-2,1,1,-30,-30,-30,-30,5,3,7,2,1,1,-3,-3
"9220",930167,39,2,-2,4,61550,11,9,-2,8,-3,6,1,1,10,-2,7,7,1,1,4,7,7,1,3,3
"9227",930191,39,1,-2,3,0,7,12,22,11,6,7,1,1,12,27,0,4,3,1,6,4,4,1,3,3
"9232",930199,39,1,3,3,40200,8,-4,-2,-4,10,7,1,1,23,-2,9,7,1,1,3,6,6,1,3,3
"9233",930205,39,2,-2,3,36000,6,14,-2,7,10,7,2,1,14,-2,11,8,1,1,3,5,3,1,-3,-3
"9234",930210,39,1,-2,4,78000,5,17,19,7,8,8,1,1,14,31,10,5,1,1,-3,-3,-3,1,3,3
"9238",930220,39,2,-2,3,61900,10,-4,28,9,9,6,2,1,12,31,10,7,1,1,4,7,7,1,3,3
"9239",930223,38,1,-2,4,158000,3,13,20,5,6,5,1,1,9,16,7,3,1,1,5,6,6,1,1,1
"9241",930230,39,2,-2,3,86000,11,-2,-2,5,-2,-2,2,1,9,-2,-2,-2,1,4,7,2,2,1,3,3
"9242",930237,39,1,-2,3,10300,13,17,-2,11,9,7,1,1,14,-2,10,7,1,1,3,3,3,3,1,1
"9245",930253,39,2,-2,3,61700,14,11,28,11,6,8,1,1,14,25,10,8,1,1,4,5,5,1,3,3
"9250",930282,39,2,-2,3,79000,9,-2,-2,2,-2,-2,2,1,7,-2,-2,-2,3,1,6,4,4,1,3,3
"9252",930302,39,2,-2,3,40000,6,9,18,7,1,5,1,1,14,16,5,5,1,1,7,1,1,1,3,3
"9254",930311,39,1,-2,4,28000,10,-2,-2,5,-2,-2,1,1,-4,-2,-2,-2,4,3,7,1,1,1,3,3
"9256",930313,39,2,-2,4,1e+05,9,17,26,9,9,7,1,1,14,22,6,7,1,1,4,4,4,1,1,2
"9258",930320,39,2,-2,3,0,5,-2,-2,2,-2,-2,2,1,10,-2,-2,-2,1,1,4,6,5,2,3,3
"9262",930334,38,1,2,3,60000,10,13,-2,11,5,7,1,1,-4,-2,6,7,4,1,7,3,4,2,3,3
"9264",930336,39,1,4,3,3e+05,10,21,15,10,7,8,1,1,19,18,6,6,5,1,7,1,1,1,2,1
"9265",930339,39,1,2,4,77800,11,12,16,8,6,9,1,1,-3,14,7,5,1,1,2,6,6,1,2,2
"9266",930341,40,1,-2,3,84000,10,7,9,4,11,8,1,1,10,20,10,8,3,2,4,3,4,1,3,3
"9267",930342,39,1,-2,3,53500,9,10,-2,10,8,4,2,1,16,-2,10,3,3,1,4,5,4,-3,2,1
"9269",930354,39,1,-2,3,33900,8,9,-2,7,9,4,1,1,-30,-30,-30,-30,1,1,2,4,6,1,3,3
"9270",930356,38,2,-2,3,82000,9,10,17,6,6,7,2,1,7,15,8,6,2,1,1,7,7,-3,3,3
"9273",930362,39,2,-2,3,125000,5,-4,-2,7,5,6,1,2,7,-2,8,6,3,1,6,2,2,1,-3,-3
"9276",930368,37,2,-2,3,60000,9,-2,-2,6,-2,-2,2,3,13,-2,-2,-2,1,1,6,4,4,1,3,3
"9279",930372,39,2,2,3,36000,11,18,33,9,11,8,1,1,14,28,6,6,1,1,5,5,6,1,3,2
"9280",930377,39,2,-2,3,15500,8,-2,-2,8,-2,-2,1,1,20,-2,-2,-2,1,1,5,5,6,1,3,3
"9281",930388,39,1,3,4,3e+05,7,8,24,9,6,8,1,1,14,20,7,6,2,3,4,6,3,2,2,2
"9282",930392,39,2,-2,3,75500,7,4,15,4,6,5,1,1,9,19,12,4,3,1,7,1,4,1,3,3
"9285",930400,39,2,2,2,10500,10,24,-2,7,6,8,1,1,17,-2,10,8,1,1,6,4,6,1,2,3
"9286",930403,39,2,-2,3,53000,11,11,32,4,6,6,1,1,-30,-30,-30,-30,1,1,1,7,7,1,3,3
"9289",930406,39,2,2,4,52900,11,-2,-2,10,-2,-2,1,1,9,-2,-2,-2,1,1,7,2,3,1,3,3
"9290",930411,39,2,-2,3,57000,10,15,-2,6,5,8,2,1,11,-2,6,7,3,2,4,4,5,4,2,2
"9291",930412,39,1,-2,3,60000,11,18,18,4,12,9,2,1,11,16,7,4,1,2,3,4,4,1,3,3
"9295",930419,38,2,-2,3,37000,10,15,-2,6,7,3,1,1,12,-2,6,5,1,3,4,6,5,3,3,3
"9296",930420,39,2,-2,3,75000,7,-2,-2,6,-2,-2,1,1,12,-2,-2,-2,1,3,5,-3,-3,1,3,3
"9297",930421,39,2,-2,3,92400,9,-2,-2,5,-2,-2,1,1,16,-2,-2,-2,1,1,1,7,7,3,3,3
"9300",930436,39,2,3,3,38000,12,14,24,9,5,7,2,2,11,22,6,6,2,1,4,4,4,3,3,3
"9304",930446,39,2,-2,3,44000,11,-2,-2,5,-2,-2,2,1,14,-2,-2,-2,1,1,1,1,1,1,2,2
"9306",930455,39,1,-2,3,40000,3,-3,-3,-4,-3,-3,3,1,-3,-3,-2,5,1,1,1,7,7,1,3,3
"9308",930457,39,2,-2,-3,5800,7,-2,-2,5,-2,-2,1,1,15,-2,-2,-2,3,3,6,6,6,1,-3,-3
"9309",930458,37,1,-2,3,21000,7,11,-2,6,7,5,1,1,7,-2,10,3,1,1,1,7,7,1,3,3
"9310",930465,38,1,2,4,160000,11,18,-2,9,5,5,1,1,19,-2,6,5,1,1,2,6,4,1,3,3
"9311",930467,39,1,1,3,74500,8,-4,-4,-4,7,6,1,1,8,18,6,7,1,1,5,3,3,1,3,3
"9312",930469,39,2,-2,4,36200,6,14,17,6,0,0,2,1,12,19,8,8,2,2,4,6,4,4,3,3
"9314",930475,39,2,-2,2,23500,5,-2,-2,3,-2,-2,1,1,-3,-2,-2,-2,1,1,-3,-3,-3,1,3,3
"9315",930481,39,2,-2,4,70000,5,7,-4,-4,6,7,1,1,6,18,9,7,3,2,3,7,7,1,3,3
"9320",930495,39,1,4,4,136800,7,7,24,5,9,7,1,1,9,24,10,7,1,1,1,7,7,1,3,3
"9321",930497,39,1,-2,3,32000,6,10,15,3,4,6,1,1,9,16,6,5,1,1,2,6,6,1,3,3
"9323",930506,38,2,-2,3,75500,8,-2,-2,5,-2,-2,1,1,13,-2,-2,-2,3,1,7,2,2,1,3,3
"9325",930517,39,1,2,3,80000,6,12,22,4,9,6,2,2,8,27,11,6,1,1,6,4,2,1,3,3
"9328",930528,39,2,2,3,119050,9,17,-2,8,5,7,1,1,14,-2,8,6,2,1,6,5,6,1,3,3
"9329",930532,40,1,4,3,58000,7,-2,-2,10,-2,-2,1,1,13,-2,-2,-2,1,1,1,7,7,1,3,3
"9330",930536,39,2,-2,3,0,3,6,-2,5,0,5,1,2,7,-2,3,2,1,1,2,6,4,1,3,3
"9332",930543,39,2,4,3,142000,13,18,33,9,6,7,1,1,16,32,9,9,3,1,7,1,1,1,2,2
"9333",930545,39,1,4,4,272000,8,15,-2,9,9,6,2,1,-4,-2,9,6,4,3,6,4,4,1,-3,-3
"9334",930546,39,1,-2,3,41900,7,9,-2,4,5,6,2,1,12,-2,6,5,1,1,2,6,6,1,3,3
"9337",930558,39,2,3,3,175000,9,7,20,9,9,6,1,1,6,14,10,6,1,1,4,7,7,1,3,3
"9338",930559,39,1,-2,3,44000,7,-2,-2,10,-2,-2,1,1,11,-2,-2,-2,3,1,5,5,5,2,3,3
"9339",930561,39,2,-2,3,82200,10,-2,-2,7,-2,-2,1,1,11,-2,-2,-2,-3,-3,-3,-3,-3,-3,-3,-3
"9340",930562,39,2,3,3,52000,10,-2,-2,10,-2,-2,2,1,9,-2,-2,-2,1,1,1,7,7,1,3,3
"9341",930563,39,2,1,3,35850,8,8,13,7,11,9,1,1,8,17,8,7,2,1,2,7,5,1,3,3
"9342",930565,39,1,3,3,70000,12,16,-2,7,9,6,1,1,13,-2,6,5,2,1,5,2,2,2,3,2
"9344",930587,39,2,-2,3,46000,11,4,13,8,9,6,1,1,8,20,8,4,-3,-3,-3,-3,-3,-3,-3,-3
"9346",930593,39,1,-2,3,40050,10,7,-2,9,12,7,1,1,11,-2,10,8,3,1,7,1,1,1,3,3
"9347",930598,40,1,4,3,90000,7,15,-2,5,0,6,1,1,10,-2,9,9,1,3,3,6,5,1,3,2
"9350",930610,38,1,-2,3,97000,11,-2,-2,-4,-2,-2,2,1,-4,-2,-2,-2,1,1,7,7,7,1,3,3
"9351",930617,38,1,-2,3,36100,7,-3,22,5,6,3,1,2,8,16,6,2,-3,1,2,7,7,4,2,2
"9354",930622,39,1,3,4,53700,10,-4,12,8,5,4,1,2,5,6,4,4,1,1,3,6,6,1,1,1
"9358",930640,39,1,-2,4,46500,10,4,20,4,8,6,1,2,11,18,7,7,1,1,3,5,5,1,3,3
"9359",930647,38,2,-2,3,77000,7,-2,-2,7,-2,-2,1,2,18,-2,-2,-2,1,1,4,7,7,1,3,3
"9360",930649,38,2,3,3,103500,7,10,15,7,4,5,1,1,13,25,4,5,2,1,7,1,1,1,3,3
"9363",930657,39,2,-2,4,11700,9,-2,-2,5,-2,-2,1,1,10,-2,-2,-2,1,1,7,4,4,1,3,3
"9368",930692,39,1,-2,1,61000,11,-2,-2,10,-2,-2,1,1,-30,-30,-30,-30,1,1,5,6,5,1,3,3
"9369",930703,39,1,2,1,218600,11,11,21,10,6,6,1,1,17,24,7,5,2,1,4,4,6,2,3,3
"9370",930705,39,1,4,3,96000,7,10,22,3,8,7,1,1,14,14,8,7,1,1,3,5,5,2,2,2
"9372",930711,39,2,-2,3,80000,9,18,-2,8,6,6,2,1,11,-2,5,6,1,3,7,7,7,1,3,3
"9375",930717,39,2,2,-3,0,12,-4,-4,-4,-3,-3,1,1,12,33,7,5,3,4,6,4,4,4,3,3
"9377",930722,39,1,-2,3,0,10,-4,-4,9,8,0,1,1,10,23,11,5,1,1,4,7,5,1,1,1
"9378",930725,39,1,-2,3,41000,7,10,19,3,6,9,1,1,8,17,4,4,1,1,2,6,6,1,3,3
"9380",930728,39,1,-2,3,33200,10,15,-2,10,9,7,2,2,22,-2,5,6,3,2,5,5,5,1,3,3
"9381",930732,39,2,-2,3,48000,12,15,-2,11,8,7,2,1,12,-2,8,5,2,2,6,6,6,1,2,2
"9383",930741,39,2,-2,3,78400,11,16,16,9,-3,7,2,1,15,21,8,4,1,1,1,7,7,1,3,3
"9384",930743,39,1,2,3,62200,9,11,-2,8,10,7,1,1,15,-2,10,6,1,1,4,4,4,1,3,3
"9385",930744,39,1,4,2,91500,10,21,35,10,11,6,1,1,18,32,12,7,2,1,3,5,5,1,3,3
"9388",930758,39,1,2,3,85000,8,-2,-2,7,-2,-2,1,1,13,-2,-2,-2,2,1,2,6,4,1,3,3
"9389",930760,39,1,-2,3,162500,10,-2,-2,5,-2,-2,1,1,8,-2,-2,-2,2,2,3,7,7,1,3,3
"9392",930772,38,2,-2,3,27000,8,12,-2,4,0,7,2,2,7,-2,5,5,4,4,7,2,1,4,3,2
"9393",930775,38,2,-2,3,52000,6,-2,-2,7,-2,-2,1,1,19,-2,-2,-2,1,1,1,7,7,1,3,3
"9394",930777,39,1,-2,3,95000,4,8,16,3,-5,-5,1,1,10,14,5,4,1,1,4,5,4,1,3,3
"9395",930785,39,1,2,3,52500,8,-2,-2,7,-2,-2,2,1,10,-2,-2,-2,3,1,6,1,1,1,3,3
"9396",930786,39,1,-2,3,127000,9,7,25,7,9,5,2,1,11,19,10,7,1,1,1,7,7,1,3,3
"9397",930797,39,2,-2,3,57200,10,13,-2,7,6,3,1,1,12,-2,6,4,1,1,6,3,3,1,3,3
"9398",930798,39,1,-2,3,55000,3,11,18,3,6,4,1,1,9,30,5,4,1,1,2,5,5,3,3,3
"9400",930810,39,2,-2,4,29150,8,-2,-2,5,-2,-2,1,2,14,-2,-2,-2,1,1,4,4,3,1,3,2
"9408",930832,39,1,2,4,63500,11,9,-2,9,10,6,2,1,-4,-2,11,8,1,1,1,7,7,1,3,3
"9412",930841,39,2,-2,3,45300,8,16,25,7,10,8,2,1,11,26,6,8,1,1,1,6,6,1,3,3
"9413",930846,39,2,3,1,68800,6,11,42,9,12,5,1,1,-4,-4,11,9,3,1,7,3,5,1,2,2
"9414",930850,39,2,-2,3,10000,7,12,29,6,10,7,2,2,11,23,6,6,3,1,6,3,2,1,3,3
"9415",930854,39,2,-2,3,44400,9,10,-2,8,11,5,2,1,8,-2,0,6,2,1,4,6,3,1,3,3
"9416",930857,39,2,-2,3,45700,3,11,19,6,6,6,1,1,-4,-4,6,6,1,1,-3,-3,-3,1,-3,-3
"9418",930869,38,1,1,3,35200,14,8,-2,10,0,6,1,1,17,-2,2,6,1,1,3,6,4,1,3,3
"9420",930878,39,2,3,4,160000,12,-2,-2,12,-2,-2,1,1,12,-2,-2,-2,3,1,3,7,7,3,1,1
"9421",930880,39,2,2,2,76500,11,15,26,11,11,7,1,1,14,22,10,7,2,1,7,3,3,-3,2,1
"9423",930894,40,2,-2,4,63000,8,-2,-2,7,-2,-2,1,1,18,-2,-2,-2,5,1,7,1,1,1,3,1
"9425",930912,39,2,-2,3,90000,7,17,-2,3,8,7,2,1,10,-2,8,4,1,1,3,3,3,1,1,1
"9427",930915,39,2,-2,4,21000,7,-2,-2,-4,-2,-2,1,1,12,-2,-2,-2,1,1,1,1,7,1,3,3
"9428",930919,39,1,-2,3,0,6,-3,-3,5,-3,-3,2,2,-3,-3,-2,3,1,1,7,1,1,1,-3,-3
"9429",930921,39,2,-2,3,23000,8,8,20,11,10,7,1,1,15,27,10,8,1,1,6,3,3,1,3,3
"9430",930922,39,1,3,3,46200,8,13,23,6,8,5,1,1,17,21,12,7,4,1,5,4,5,1,2,2
"9431",930936,39,1,3,3,105500,11,16,30,8,12,9,2,1,16,16,5,3,1,1,1,7,7,3,3,3
"9432",930938,39,1,3,3,53000,11,-2,-2,8,-2,-2,1,1,11,-2,-2,-2,1,1,5,5,5,-3,-3,-3
"9433",930939,39,1,-2,3,182000,8,6,27,8,4,5,2,1,9,20,6,3,1,3,2,7,6,4,3,3
"9434",930942,38,1,2,3,36000,9,-2,-2,8,-5,-2,1,1,17,-2,-2,-2,1,1,5,2,1,2,3,3
"9435",930948,39,1,4,2,132000,14,13,26,12,12,6,1,1,16,20,8,7,1,1,4,5,5,-3,3,3
"9436",930955,40,2,-2,3,56200,11,16,-2,8,8,8,1,1,11,-2,6,7,3,1,5,5,7,1,3,3
"9438",930962,39,1,-2,-3,35000,7,12,30,6,5,8,1,1,11,15,6,5,1,1,1,7,7,1,3,3
"9439",930969,39,2,-2,3,60400,3,7,17,5,10,9,1,1,8,19,6,3,1,1,1,7,7,1,3,3
"9442",930981,39,1,-2,3,104000,4,-3,9,5,7,4,2,1,5,13,7,7,1,1,5,7,7,1,3,3
"9445",930989,39,2,-2,4,73000,7,8,20,5,7,4,1,1,11,17,9,6,1,1,6,3,3,1,2,2
"9449",931008,39,2,2,3,49000,10,11,-2,5,8,7,1,1,-30,-30,-30,-30,1,1,7,4,5,1,3,3
"9452",931017,39,2,2,3,37500,8,13,-2,9,9,7,2,2,16,-2,7,7,1,1,3,6,7,1,3,3
"9453",931019,40,2,2,2,38000,11,8,30,10,12,8,1,1,13,24,6,6,5,1,3,7,7,1,2,2
"9456",931026,40,2,2,3,28600,6,-2,-2,5,-2,-2,1,1,14,-2,-2,-2,1,1,7,1,1,1,-3,1
"9457",931028,39,2,2,3,35000,12,-2,-2,9,-2,-2,1,1,8,-2,-2,-2,1,1,2,7,6,1,1,1
"9460",931034,39,2,-2,3,84500,9,12,-2,3,7,8,2,1,17,-2,10,3,1,1,6,6,6,1,2,3
"9462",931039,39,2,-2,3,58000,7,11,15,6,12,7,1,1,9,12,8,8,1,1,4,5,4,1,3,3
"9463",931042,39,1,-2,4,68000,4,14,19,7,7,5,1,1,8,17,6,4,1,3,1,1,1,1,3,3
"9466",931053,39,1,-2,3,63000,10,9,6,6,6,3,1,3,10,6,4,4,-3,1,1,7,5,2,2,3
"9467",931054,39,2,-2,3,21000,1,-3,-2,-4,11,8,1,1,8,-2,7,5,1,1,4,4,4,1,3,3
"9468",931055,39,2,2,3,84500,8,5,28,9,0,10,1,1,15,26,4,6,2,3,5,4,4,1,2,2
"9469",931056,39,1,-2,3,25000,3,5,25,4,6,7,1,1,5,20,6,5,2,1,2,6,5,1,3,3
"9471",931069,39,1,-2,3,109000,11,-2,-2,-4,-2,-2,1,1,13,-2,-2,-2,2,1,3,6,6,1,3,3
"9474",931080,39,1,4,4,95000,14,17,31,10,11,6,1,1,20,25,10,7,1,1,3,5,5,1,3,3
"9476",931085,39,1,-2,3,86000,8,18,24,5,11,6,2,1,13,20,6,6,1,3,2,6,6,1,3,3
"9477",931088,39,2,-2,3,10000,10,11,16,5,11,4,2,1,-3,-3,8,5,1,1,1,7,7,1,2,3
"9479",931094,39,2,-2,3,19000,6,11,-2,6,7,6,2,1,9,-2,5,6,1,1,6,-3,-3,1,3,3
"9480",931095,39,2,-2,3,21000,10,-4,-4,-4,6,6,1,1,8,16,8,7,1,1,2,-3,4,1,3,3
"9481",931096,37,2,-2,3,8850,8,14,15,7,8,6,2,3,18,13,4,5,3,1,4,6,4,2,3,3
"9482",931098,38,2,-2,3,20200,7,11,-2,4,6,7,2,1,10,-2,5,5,2,1,5,6,5,3,3,3
"9487",931113,38,2,-2,3,15000,6,11,24,3,8,3,1,1,6,16,8,4,1,1,3,5,5,1,3,3
"9488",931114,40,1,2,3,2e+05,11,12,28,7,7,5,1,1,6,26,10,7,3,2,4,3,3,-3,3,3
"9489",931115,39,1,2,3,9000,11,-2,-2,7,-2,-2,1,1,2,-2,-2,-2,1,1,1,7,7,1,3,3
"9491",931121,38,1,3,2,57800,13,10,20,9,5,5,2,2,12,22,5,4,3,1,5,4,6,3,3,2
"9492",931122,39,2,-2,3,17000,8,-2,-2,8,-2,-2,1,1,10,-2,-2,-2,3,2,-3,-3,-3,3,3,3
"9493",931132,39,2,-2,3,37000,4,-2,-2,5,-2,-2,1,1,11,-2,-2,-2,1,1,3,4,1,1,3,3
"9494",931135,38,2,-2,3,48200,7,6,-2,9,11,7,1,1,9,-2,4,7,1,2,6,3,2,4,2,3
"9495",931146,39,1,-2,3,40400,8,9,-2,5,6,5,1,2,10,-2,6,6,1,1,4,4,4,1,1,1
"9496",931148,39,2,-2,3,47200,3,7,-2,2,6,6,1,1,-30,-30,-30,-30,1,3,2,7,7,1,3,3
"9498",931162,40,2,3,2,99000,9,11,28,7,8,7,1,1,10,25,10,8,1,3,7,1,1,1,3,2
"9499",931164,38,1,-2,2,48000,6,-3,20,5,10,9,2,1,-3,-3,9,5,1,1,1,7,7,1,3,3
"9501",931177,39,1,-2,3,60000,7,-4,-4,-4,3,6,1,1,4,26,4,5,1,1,2,7,7,1,3,3
"9502",931179,39,2,-2,3,64000,6,-3,19,3,6,6,1,1,15,24,6,7,1,1,4,4,4,1,2,3
"9506",931191,38,1,-2,3,44500,10,11,9,8,8,6,1,1,11,25,12,6,2,1,1,7,7,1,3,3
"9511",931211,38,1,2,3,0,11,-2,-2,6,-2,-2,1,1,3,-2,-2,-2,2,1,3,3,3,2,3,3
"9512",931213,39,2,-2,4,67600,7,11,15,5,10,7,1,1,13,16,6,7,3,2,6,5,5,3,3,3
"9515",931227,40,1,3,3,110000,10,-2,-2,3,-2,-2,2,1,11,-2,-2,-2,2,2,7,1,1,1,2,2
"9522",931253,39,2,3,3,81837,12,7,14,8,10,4,1,1,11,17,6,6,-3,1,6,4,5,1,2,2
"9523",931256,39,2,-2,3,36000,6,-2,-2,5,-2,-2,1,2,8,-2,-2,-2,1,1,5,6,4,1,3,3
"9527",931270,39,1,2,3,62000,9,-4,-2,-4,6,4,2,1,15,-2,6,5,1,1,6,2,2,1,3,3
"9529",931275,39,2,-2,3,28500,8,11,23,6,7,7,1,1,8,24,7,7,1,1,3,5,6,1,3,3
"9530",931280,39,2,-2,3,71910,6,12,-2,7,8,8,1,1,11,-2,0,7,2,1,7,6,6,2,2,2
"9531",931288,39,1,-2,3,68000,8,-2,-2,5,-2,-2,2,1,20,-2,-2,-2,3,4,4,4,3,3,3,3
"9532",931289,39,2,-2,3,77600,9,-2,-2,9,-2,-2,1,1,7,-2,-2,-2,3,1,6,1,2,1,3,3
"9533",931299,39,2,-2,2,55000,10,10,25,10,10,9,1,1,12,27,6,8,3,1,4,5,6,1,3,3
"9536",931303,39,2,-2,3,38076,7,17,-4,6,6,7,2,1,22,33,8,5,-3,-3,1,7,7,-3,3,3
"9539",931319,39,2,-2,3,30000,6,-2,-2,-4,-2,-2,1,1,3,-2,-2,-2,-3,-3,-3,-3,-3,-3,-3,-3
"9541",931321,39,1,-2,3,39702,9,-4,-2,-4,5,7,1,1,10,-2,6,5,1,1,1,7,4,1,3,3
"9543",931325,39,1,-2,3,34000,9,9,15,8,0,7,1,1,8,15,7,6,4,1,7,1,1,1,3,3
"9545",931333,40,2,-2,3,59230,9,13,31,10,11,4,1,1,15,25,8,8,3,1,5,3,3,1,3,3
"9546",931338,39,1,-2,3,86000,7,9,18,7,4,7,1,1,8,22,6,6,1,1,5,4,5,1,2,2
"9547",931340,39,2,-2,3,0,8,10,-2,5,5,5,1,2,17,-2,4,5,1,1,6,6,4,1,1,1
"9548",931344,39,2,2,3,130000,9,12,-2,11,12,7,2,1,-3,-2,4,7,2,4,7,1,1,1,1,1
"9551",931354,39,2,-2,3,30800,5,-2,-2,1,-2,-2,2,1,12,-2,-2,-2,1,1,1,-3,7,1,-3,-3
"9552",931358,39,1,-2,3,65500,4,13,21,9,6,9,1,1,14,27,8,6,3,3,7,4,6,3,3,3
"9554",931368,39,1,-2,3,66000,10,8,25,8,12,3,1,1,6,20,8,4,1,1,6,2,3,3,3,3
"9557",931371,39,2,-2,2,21000,7,11,-2,5,6,8,2,2,8,-2,6,7,-3,-3,-3,-3,-3,-3,-3,-3
"9558",931375,39,2,3,3,83150,14,19,17,8,10,7,2,1,18,18,11,5,4,1,7,1,1,1,3,3
"9560",931380,39,2,-2,3,101300,10,15,-2,7,10,6,2,1,16,-2,6,5,2,1,5,3,4,1,2,3
"9563",931388,39,1,-2,3,55000,7,-2,-2,6,-2,-2,1,1,13,-2,-2,-2,1,1,1,-3,-3,4,3,3
"9564",931390,39,1,-2,3,55000,6,16,20,12,6,5,2,2,-4,-4,4,5,3,1,6,1,2,1,3,3
"9565",931392,39,1,-2,4,48000,4,13,25,7,10,8,1,1,9,23,8,5,1,3,1,7,6,1,3,3
"9566",931393,40,1,2,3,32000,7,22,-2,6,12,9,2,1,19,-2,11,4,1,1,2,7,2,1,3,3
"9569",931409,39,2,-2,3,80000,7,13,-2,7,8,6,1,1,18,-2,10,6,4,1,7,2,2,1,2,2
"9570",931411,39,1,3,3,72000,9,-2,-2,6,-2,-2,2,1,11,-2,-2,-2,1,1,4,5,2,2,3,3
"9571",931417,38,1,2,4,11500,8,9,23,8,10,7,1,1,11,23,7,5,1,1,1,7,7,1,3,3
"9572",931421,38,1,-2,3,150800,9,-2,-2,4,-2,-2,2,1,4,-2,-2,-2,1,1,7,1,7,1,3,3
"9575",931428,39,2,-2,4,56700,5,8,31,4,12,7,2,1,12,19,8,6,1,1,3,4,4,2,3,3
"9576",931429,39,1,-2,4,91000,8,4,9,9,4,3,2,1,9,9,4,3,1,1,7,7,7,1,2,1
"9578",931434,39,2,-2,3,53600,4,7,-2,8,7,8,1,1,10,-2,9,8,3,2,4,6,4,1,3,3
"9580",931448,39,1,3,4,94400,8,-2,-2,8,-2,-2,1,1,10,-2,-2,-2,3,1,6,6,6,1,3,2
