"","personid","yob","sex","edu","childincomecompare","adultincome","y92_simscore","y04_letterflu","y04_catflu","y04_simscore","y04_digit","y04_imrecall","y11_remember","y11_solve","y11_letterflu","y11_catflu","y11_digit","y11_imrecall","y04_involvechar","y04_involveorgs","y04_volrarelythink","y04_volloss","y04_volselfimport","y04_involvehobby","y04_involveinstru10","y04_involveinstru35"
"9581",931451,39,2,-2,3,20000,6,13,13,6,8,6,1,1,17,22,10,5,1,1,4,4,4,3,3,3
"9585",931472,39,1,4,3,122000,9,11,-2,9,10,7,1,1,10,-2,10,6,1,1,2,7,7,1,3,3
"9587",931476,38,2,-2,3,3e+05,6,18,12,6,9,5,2,1,12,14,10,6,3,1,3,7,7,3,3,3
"9588",931477,39,2,-2,3,44000,7,14,-2,3,12,9,2,1,12,-2,10,6,4,1,7,3,3,1,3,3
"9589",931492,39,2,-2,3,29000,6,7,-2,5,12,8,1,1,-3,-2,11,7,1,1,7,1,1,1,3,3
"9590",931493,39,1,2,4,24500,3,13,20,7,7,6,3,3,12,15,8,5,5,1,5,4,6,1,1,1
"9592",931505,39,2,-2,3,72000,8,5,-2,6,8,7,2,1,6,-2,6,6,3,3,5,3,4,3,-3,-3
"9595",931515,39,1,2,3,150000,6,3,-2,5,10,5,1,1,16,-2,10,5,1,1,1,7,7,1,3,3
"9596",931517,39,2,-2,3,0,9,-2,-2,8,-2,-2,1,1,9,-2,-2,-2,1,1,3,5,6,4,2,2
"9597",931522,39,1,2,3,77000,9,-2,-2,10,-2,-2,1,1,15,-2,-2,-2,1,1,7,2,2,3,3,3
"9598",931524,40,2,3,3,55000,14,-2,-2,11,-2,-2,1,1,21,-2,-2,-2,3,2,6,6,3,1,2,2
"9599",931527,39,1,3,3,75730,11,-2,-2,10,-2,-2,1,1,17,-2,-2,-2,3,1,3,1,2,1,3,3
"9601",931533,40,2,2,-3,57500,13,14,36,10,10,6,1,1,14,20,6,7,1,1,1,7,7,1,3,2
"9602",931535,38,2,-2,3,2000,5,-2,-2,3,-2,-2,1,2,12,-2,-2,-2,-3,-3,-3,-3,-3,-3,-3,-3
"9606",931544,39,2,2,4,46000,3,-4,-2,-4,6,4,1,1,6,-2,11,5,3,3,3,2,2,3,3,3
"9608",931548,39,2,1,4,44000,1,13,21,6,12,8,2,1,13,14,4,5,1,1,6,3,3,1,3,3
"9610",931554,39,2,-2,4,55000,7,10,-2,6,0,8,2,2,14,-2,6,4,1,1,3,5,5,1,3,3
"9612",931558,39,1,3,3,90500,8,15,22,12,9,6,1,2,16,22,6,7,1,1,1,7,3,1,3,1
"9613",931560,39,2,-2,4,44000,7,11,-2,5,6,4,1,2,13,-2,5,3,2,1,5,3,3,3,3,3
"9614",931565,38,1,-2,5,53000,12,6,19,5,12,7,1,1,10,17,2,3,2,3,5,6,5,3,3,3
"9615",931573,39,2,-1,4,72539,9,12,28,7,10,5,3,3,5,12,5,6,1,2,3,6,6,1,2,2
"9618",931580,39,2,-2,3,0,9,8,-2,3,6,6,2,2,9,-2,7,6,1,1,1,7,7,1,3,3
"9621",931586,38,2,-2,3,33500,9,15,29,4,10,7,1,1,13,32,11,7,1,3,7,4,1,2,3,3
"9622",931588,39,2,2,4,0,6,13,25,8,9,8,1,1,16,24,10,7,-3,5,7,3,2,-3,3,3
"9623",931596,39,1,-2,3,80600,9,23,25,8,10,7,1,1,20,22,7,6,1,1,1,7,6,1,2,1
"9624",931598,39,2,-2,-3,27000,7,-4,-4,-4,6,6,2,1,17,15,9,7,1,1,5,2,2,1,3,3
"9625",931605,39,1,-2,3,42030,9,12,-2,11,6,6,1,1,12,-2,6,6,1,1,3,5,6,1,3,3
"9627",931619,38,1,-2,4,70000,8,7,18,4,6,4,1,1,8,16,3,2,1,1,1,6,4,1,3,3
"9628",931621,39,2,2,3,50400,8,-2,-2,7,-2,-2,2,2,12,-2,-2,-2,1,1,5,4,4,1,2,2
"9630",931629,39,2,-2,3,15000,10,-2,-2,3,-2,-2,1,1,8,-2,-2,-2,3,2,6,3,3,2,1,1
"9631",931634,39,2,-2,3,50000,9,11,14,9,9,6,1,1,14,17,11,6,1,1,7,2,2,1,3,3
"9633",931642,39,2,-2,4,41000,13,-4,19,7,6,6,1,1,7,26,6,4,-3,1,-3,-3,-3,-3,3,3
"9634",931643,39,1,-2,3,59000,9,6,14,3,4,5,1,1,7,16,7,7,1,1,3,6,3,-3,3,3
"9635",931647,39,2,3,3,37000,9,8,21,7,5,6,1,1,11,18,6,6,3,3,6,3,5,1,2,2
"9638",931655,38,2,-2,3,40200,10,10,20,5,11,4,1,1,12,19,6,4,1,1,7,1,1,1,3,3
"9640",931663,38,1,-2,4,0,2,-2,-2,2,-2,-2,2,2,1,-2,-2,-2,1,1,1,1,1,1,-3,-3
"9642",931665,39,1,-2,3,58000,7,-4,-4,-4,8,7,1,1,11,10,7,6,1,1,6,5,7,1,3,3
"9643",931666,38,1,2,2,148045,14,16,-2,7,12,6,1,1,17,-2,12,5,1,1,5,3,5,1,3,3
"9647",931677,38,1,2,3,177500,12,10,16,11,8,5,2,2,9,11,6,4,1,4,4,2,3,1,3,3
"9648",931679,39,1,-2,4,173400,6,16,19,5,12,9,1,1,9,21,6,6,2,1,7,1,1,1,1,1
"9651",931685,39,2,-2,3,35000,7,8,-2,7,6,6,2,1,9,-2,6,7,1,1,2,7,5,1,3,3
"9653",931690,39,2,2,4,107000,11,24,-2,4,7,5,1,1,19,-2,11,7,1,3,5,2,4,3,1,2
"9656",931703,38,1,-2,3,28000,6,14,26,7,5,5,2,2,13,27,6,6,1,1,1,7,4,1,3,3
"9659",931715,39,1,2,4,68000,12,14,-2,9,6,3,1,1,17,-2,6,8,3,1,7,1,1,1,3,3
"9660",931716,39,1,-2,3,88100,9,14,20,6,1,6,2,1,11,18,2,5,1,1,4,7,7,1,-3,-3
"9661",931722,40,2,1,3,110000,7,14,-2,8,5,7,1,1,7,-2,0,6,3,1,5,4,4,4,3,3
"9665",931737,39,1,-2,3,0,6,-4,-4,-4,7,9,1,1,10,22,8,6,2,1,4,5,3,1,3,3
"9668",931757,39,1,-2,3,51000,11,19,20,6,7,6,2,3,15,18,6,6,1,1,-3,-3,-3,-3,3,3
"9675",931797,39,2,-2,-3,32100,9,-2,-2,6,-2,-2,1,1,6,-2,-2,-2,1,1,4,4,2,1,3,3
"9676",931800,39,1,4,3,4000,10,8,19,10,7,4,1,1,11,22,6,5,4,1,5,5,3,1,-3,-3
"9677",931805,39,1,3,4,285000,10,-2,-2,10,-2,-2,2,1,-4,-2,-2,-2,1,1,1,7,7,1,3,3
"9679",931808,39,1,-2,3,38000,9,-3,-2,5,4,3,2,1,4,-2,5,2,1,1,-3,-3,-3,1,-3,-3
"9680",931810,39,1,-2,3,38000,11,-2,-2,4,-2,-2,1,1,19,-2,-2,-2,1,1,2,7,7,1,2,2
"9681",931811,39,1,-2,3,0,2,-2,-2,2,-2,-2,1,1,-3,-2,-2,-2,1,1,1,7,7,1,3,3
"9684",931816,39,2,-2,3,88000,6,6,24,4,6,6,1,1,9,26,7,5,1,3,3,2,2,3,3,3
"9685",931818,39,1,-2,4,43000,3,-2,-2,3,-2,-2,1,1,8,-2,-2,-2,1,1,6,7,6,1,3,3
"9687",931826,38,1,-2,-3,36000,6,6,16,9,5,4,2,1,-4,-4,10,3,1,1,3,7,7,1,-3,-3
"9689",931834,39,1,-2,3,1e+05,12,17,26,8,10,3,-29,1,-30,-30,-30,-30,3,3,1,7,7,3,3,3
"9693",931843,39,1,3,3,44000,12,15,-2,6,6,7,1,1,11,-2,6,6,1,1,1,7,7,1,3,3
"9695",931859,39,1,-2,3,43400,7,13,14,5,7,5,3,3,3,3,5,2,1,1,1,7,7,1,3,3
"9701",931881,39,2,2,4,134000,9,21,-2,7,11,4,1,3,13,-2,10,5,-3,1,6,6,7,2,1,1
"9702",931884,39,2,-2,4,129200,8,15,-2,7,10,7,1,1,9,-2,5,3,1,1,7,4,2,3,2,3
"9704",931890,39,1,-2,3,62190,9,8,-2,4,2,5,1,1,11,-2,6,6,1,1,2,7,7,1,3,3
"9706",931894,39,2,-2,3,57000,6,8,12,5,4,7,1,1,10,15,9,4,1,1,4,4,4,3,3,3
"9711",931920,39,2,-2,3,50000,4,-2,-2,2,-2,-2,1,1,5,-2,-2,-2,1,1,3,5,6,2,3,3
"9712",931923,39,2,-2,3,57900,7,-2,-2,2,-2,-2,1,1,13,-2,-2,-2,3,1,6,2,3,1,3,2
"9713",931924,39,1,-2,3,75000,10,-4,19,7,7,4,1,1,14,-4,11,4,4,1,7,4,4,4,3,3
"9714",931925,38,2,-2,3,50160,11,12,16,8,10,5,1,1,11,18,7,7,2,1,4,7,7,1,3,3
"9715",931926,39,2,-2,3,130000,4,16,-2,6,6,7,1,1,12,-2,6,4,1,1,-3,-3,-3,1,3,3
"9716",931927,39,2,-2,3,200500,4,6,-2,6,1,5,2,1,8,-2,4,6,4,1,7,1,1,4,3,3
"9718",931939,39,2,-2,3,109000,9,12,14,7,10,7,1,1,15,21,8,4,1,1,6,4,3,1,-3,-3
"9721",931945,39,1,3,3,73000,10,8,22,8,6,9,2,2,11,21,5,5,1,1,6,4,4,1,3,3
"9725",931955,39,2,-2,3,0,4,13,-2,5,5,5,2,3,14,-2,5,6,1,1,7,7,7,1,3,3
"9727",931958,39,1,3,3,58000,11,-2,-2,11,-2,-2,1,1,16,-2,-2,-2,2,1,4,4,4,2,3,3
"9728",931964,39,2,-2,3,109000,9,12,-2,9,6,6,1,1,8,-2,7,6,2,2,5,3,3,1,3,3
"9729",931966,40,2,-2,3,141000,12,11,28,7,0,7,1,1,9,22,8,6,1,1,1,7,7,1,3,3
"9730",931971,39,1,-2,3,75000,10,7,22,6,5,5,2,1,14,18,10,6,2,3,3,6,5,3,3,3
"9732",931975,38,1,-2,4,16500,5,-2,-2,7,-2,-2,1,1,7,-2,-2,-2,1,1,4,4,5,1,1,1
"9733",931980,39,1,2,3,62600,11,10,-2,8,8,7,1,1,12,-2,10,4,1,1,4,4,4,1,3,3
"9736",931984,39,1,-2,3,72000,4,6,-2,5,7,5,1,1,6,-2,9,6,1,1,5,5,5,-3,3,3
"9739",931991,38,2,3,3,31100,13,21,29,9,8,7,1,1,18,36,10,6,4,-3,7,1,1,1,3,2
"9740",931993,38,1,-2,4,80000,6,-4,-2,7,7,6,2,1,8,-2,4,8,1,2,1,7,7,1,3,3
"9741",931994,39,1,2,3,97000,9,11,-2,6,8,8,1,1,11,-2,0,5,2,3,7,4,7,1,3,3
"9743",932000,39,1,-2,4,0,6,6,15,5,4,5,1,1,9,13,4,4,1,1,1,7,7,4,3,3
"9744",932002,40,2,-2,3,95000,5,8,28,9,12,9,1,1,14,22,5,4,3,3,7,5,2,3,3,3
"9746",932010,38,2,2,3,65000,10,11,-2,7,9,9,1,1,7,-2,8,9,3,1,5,5,4,1,3,3
"9747",932016,39,1,-2,3,78000,11,12,-2,6,10,6,1,1,14,-2,0,7,2,1,3,7,7,1,3,3
"9749",932026,37,1,2,2,22000,8,7,20,4,4,9,1,1,14,19,4,4,1,1,2,7,7,1,1,3
"9750",932027,39,1,-2,3,102000,8,12,-2,6,9,5,2,2,15,-2,11,5,3,2,4,4,5,1,3,3
"9751",932030,39,2,3,4,140000,9,19,-2,9,5,6,2,1,18,-2,10,7,1,3,2,2,1,3,3,3
"9755",932056,39,1,-2,2,45000,6,13,20,6,2,5,2,1,8,23,0,5,1,1,2,7,7,1,3,3
"9756",932057,39,2,-2,3,94700,10,8,20,6,11,10,1,1,8,21,4,7,3,2,4,4,4,2,3,3
"9758",932065,38,2,-2,3,57000,4,11,-2,5,6,5,1,1,11,-2,10,6,1,1,7,1,1,1,3,3
"9763",932085,39,1,-2,3,68000,7,19,22,6,7,7,1,1,20,15,11,7,1,1,4,4,4,1,3,3
"9764",932088,38,1,-2,3,73500,12,6,-2,7,6,4,1,1,6,-2,4,4,1,1,2,6,6,1,3,3
"9765",932093,39,2,-2,4,198000,9,-2,-2,5,-2,-2,1,1,12,-2,-2,-2,5,2,7,1,1,1,3,3
"9766",932097,39,1,-2,3,42000,4,9,-2,9,5,2,1,1,8,-2,6,3,1,1,3,6,5,1,3,3
"9767",932102,39,1,-2,3,51000,5,6,-4,6,6,4,1,1,6,17,5,4,1,1,5,-3,-3,1,2,2
"9768",932107,39,1,-2,3,67400,9,-3,-2,2,-3,-3,1,1,13,-2,7,3,4,2,5,4,3,4,3,2
"9774",932143,39,1,3,3,52000,11,11,-2,9,6,5,2,1,11,-2,6,8,1,3,3,3,3,1,3,2
"9776",932148,38,1,-2,3,60000,4,8,14,3,0,7,2,1,9,10,6,4,2,2,1,6,6,2,3,3
"9779",932155,39,2,-2,3,0,3,-4,20,5,0,5,1,1,19,19,10,4,1,1,7,2,1,2,3,3
"9782",932166,38,2,-2,3,26000,6,5,18,2,7,9,2,1,7,15,0,7,5,1,1,1,1,1,-3,-3
"9784",932172,39,1,-2,3,94000,9,15,-2,8,12,10,1,1,16,-2,8,5,1,1,4,7,7,3,3,3
"9785",932174,39,2,-2,3,0,11,-2,-2,6,-2,-2,1,1,9,-2,-2,-2,5,1,6,3,3,1,1,1
"9787",932179,39,2,-2,3,51545,6,-2,-2,3,-2,-2,1,2,10,-2,-2,-2,1,1,4,4,4,1,2,1
"9788",932181,39,1,-2,-3,39400,11,21,27,9,10,5,2,1,12,24,9,6,1,1,1,7,7,1,3,1
"9790",932187,38,2,-2,-3,181400,8,-2,-2,6,-2,-2,1,1,11,-2,-2,-2,1,1,1,7,7,1,3,3
"9791",932188,39,2,-2,3,70000,6,7,-2,9,11,7,1,1,16,-2,7,5,4,1,7,2,1,1,1,1
"9792",932189,39,2,-2,3,31500,7,10,13,11,12,9,1,1,8,12,9,5,1,1,1,7,7,1,3,3
"9793",932190,38,1,-2,3,32000,6,5,13,5,6,2,1,1,-3,-3,6,4,1,1,6,2,2,1,-3,-3
"9794",932195,39,1,-2,3,40900,8,16,-2,10,7,6,1,1,17,-2,10,6,1,2,1,6,6,1,3,3
"9796",932199,39,2,-2,3,106000,4,-3,11,1,12,9,1,1,14,12,8,4,3,4,7,1,1,2,3,3
"9801",932221,40,2,-2,3,0,10,15,29,6,6,7,1,1,11,21,10,8,1,1,2,7,7,1,3,3
"9802",932223,40,2,-2,3,86000,6,9,-2,9,7,5,1,2,11,-2,2,5,-3,-3,4,-3,-3,2,3,3
"9804",932226,39,2,-2,-3,18135,8,12,37,7,8,9,1,1,11,26,4,6,2,1,2,2,6,1,3,3
"9805",932229,39,2,-2,4,152700,7,10,-2,3,4,5,1,1,-30,-30,-30,-30,1,1,2,4,4,4,3,3
"9807",932240,39,2,-2,4,65200,7,10,19,6,8,9,2,3,6,21,10,-2,3,1,6,5,5,3,1,1
"9808",932244,39,1,-2,3,110015,9,10,-2,8,6,4,1,1,-4,-2,6,4,3,3,5,5,4,1,3,3
"9809",932253,39,2,-2,3,69600,5,16,21,10,6,5,1,1,13,33,8,6,2,1,7,1,1,1,3,3
"9810",932257,39,2,-2,3,99000,6,-2,-2,11,-2,-2,1,1,9,-2,-2,-2,3,1,7,1,1,1,3,3
"9815",932273,39,1,1,4,104500,5,8,21,4,5,6,1,1,6,23,6,3,1,1,1,7,7,1,3,3
"9819",932284,39,2,-2,3,3e+05,11,-2,-2,9,-2,-2,1,1,8,-2,-2,-2,1,1,1,7,7,1,3,3
"9823",932293,39,1,-2,4,3e+05,11,10,24,7,12,6,1,1,13,25,6,6,3,2,7,6,6,4,-3,-3
"9824",932303,40,2,-2,3,64400,4,8,29,7,12,6,2,2,15,35,7,6,1,1,-3,-3,-3,1,2,2
"9827",932310,40,1,-2,-3,39150,9,15,14,6,7,6,2,2,14,22,6,5,4,1,6,5,5,1,3,3
"9828",932311,39,2,-2,3,46000,11,-4,-4,-4,6,7,2,1,15,15,6,5,2,2,6,5,4,1,3,3
"9830",932316,39,2,-2,4,41000,10,13,12,8,7,5,1,1,10,23,8,6,1,1,1,7,7,1,3,3
"9831",932319,39,2,-2,3,0,3,14,-2,5,6,7,1,1,16,-2,4,6,4,2,7,1,1,-3,3,3
"9833",932328,39,2,-2,3,28000,5,15,-2,4,12,6,1,1,14,-2,10,5,1,1,5,6,6,1,3,3
"9835",932336,39,1,-2,3,20200,8,-2,-2,3,-2,-2,2,1,13,-2,-2,-2,1,1,1,7,7,1,3,3
"9840",932357,39,2,2,3,115000,8,-2,-2,7,-2,-2,2,1,7,-2,-2,-2,4,-3,7,1,1,1,3,3
"9842",932365,39,1,-2,3,35300,4,11,-2,5,6,5,1,1,10,-2,8,6,3,2,5,4,2,3,3,3
"9845",932370,40,2,-2,3,84000,9,17,-2,8,12,7,1,1,14,-2,10,8,2,1,2,7,6,2,3,2
"9846",932379,38,1,4,4,110000,12,8,17,12,9,5,1,1,9,16,10,4,1,1,2,2,6,1,3,3
"9847",932380,39,2,-2,3,36000,4,-2,-2,4,-2,-2,1,3,-3,-2,-2,-2,3,3,4,5,3,1,-3,-3
"9849",932383,38,1,-2,3,45100,6,6,17,3,0,4,2,3,5,14,0,3,1,1,2,1,5,1,3,3
"9850",932389,39,2,-2,2,18900,7,10,-2,9,12,6,1,1,13,-2,11,6,5,1,7,6,6,2,3,3
"9851",932390,39,1,2,3,130000,7,15,-2,11,8,7,2,1,-4,-2,6,5,1,1,2,6,6,1,3,3
"9852",932393,39,2,2,3,107000,9,23,23,11,5,4,1,1,17,-3,7,4,1,1,1,1,1,1,3,3
"9854",932396,40,2,-2,2,55660,10,16,-2,9,8,5,2,1,10,-2,6,7,3,1,5,5,4,1,2,2
"9856",932409,39,1,3,3,78000,10,15,-2,10,5,7,1,1,15,-2,6,6,1,1,7,2,4,2,2,2
"9858",932418,39,1,-2,3,65500,13,-2,-2,-4,-2,-2,1,1,9,-2,-2,-2,1,2,2,7,7,1,3,3
"9860",932422,39,2,-2,3,50000,2,-4,-2,-4,11,7,1,1,9,-2,6,8,1,4,-3,-3,-3,-3,-3,-3
"9862",932427,39,2,2,3,76500,10,16,16,11,6,5,1,1,16,19,6,4,-3,1,6,6,5,4,3,3
"9863",932428,38,2,2,3,103000,13,7,-2,10,12,8,1,1,7,-2,8,7,5,1,7,1,1,3,3,3
"9864",932429,39,2,-2,-3,39993,4,-2,-2,4,-2,-2,1,1,11,-2,-2,-2,1,1,-3,-3,-3,2,3,3
"9866",932434,39,2,-2,3,85950,11,6,-2,9,4,5,1,1,9,-2,4,6,3,1,7,2,1,1,2,2
"9871",932445,39,2,-2,4,71200,2,13,14,3,11,6,2,1,14,16,6,4,1,2,7,1,4,3,2,2
"9875",932466,38,2,-2,3,600,6,6,16,2,6,7,2,1,8,14,6,5,-3,-3,-3,-3,-3,-3,-3,-3
"9876",932471,39,1,-2,4,30000,7,6,14,6,5,4,2,2,7,15,8,3,3,1,4,4,2,3,3,2
"9877",932472,38,1,3,3,74000,14,14,16,9,6,5,2,2,14,20,6,5,1,1,2,6,6,1,3,3
"9878",932476,39,1,-2,4,36000,8,4,12,3,0,3,2,2,4,9,6,5,1,3,5,3,3,1,3,3
"9879",932489,39,2,2,4,17500,8,9,15,8,6,6,1,1,7,11,6,2,1,1,1,1,7,1,3,3
"9880",932491,38,1,2,3,69300,7,-3,-3,8,-3,5,1,1,9,22,6,4,1,1,4,4,4,1,3,3
"9882",932497,39,2,3,3,110000,9,-2,-2,8,-2,-2,1,1,17,-2,-2,-2,1,1,3,6,6,1,3,3
"9885",932514,39,2,-2,3,8030,5,-2,-2,2,-2,-2,2,1,9,-2,-2,-2,3,1,5,5,5,1,3,3
"9888",932529,39,2,-2,3,57000,12,13,19,10,12,6,1,1,9,29,5,6,4,1,7,1,1,1,3,3
"9889",932531,39,2,2,3,1e+05,10,24,31,8,6,7,1,1,16,32,6,5,2,1,7,1,1,1,3,3
"9892",932541,38,2,-2,3,41500,8,7,-2,3,8,9,1,2,8,-2,10,5,2,3,6,6,6,4,3,3
"9894",932547,38,2,2,3,56210,10,-2,-2,8,-2,-2,2,1,8,-2,-2,-2,3,1,4,3,4,2,2,2
"9896",932557,38,1,-2,3,50000,8,5,20,6,10,7,1,1,13,15,6,6,1,1,7,5,6,1,-3,-3
"9897",932558,38,2,-2,3,57000,5,12,27,7,6,7,2,3,-3,-3,6,3,1,1,2,7,6,1,3,3
"9900",932561,39,1,-2,3,95250,11,11,22,8,6,6,1,1,16,28,6,5,1,1,5,3,3,1,3,3
"9902",932563,39,2,1,2,30000,8,8,-2,9,6,6,1,1,10,-2,12,6,1,1,2,6,6,1,3,3
"9903",932565,38,2,-2,5,0,4,17,-2,4,6,6,1,2,12,-2,6,5,1,1,1,1,4,1,3,3
"9904",932566,39,1,-2,2,242000,9,13,25,7,10,6,1,1,16,24,11,6,1,1,1,7,7,1,3,3
"9906",932576,39,2,2,3,64000,12,16,-2,12,11,6,1,1,13,-2,9,6,1,1,7,2,6,1,3,3
"9908",932581,38,2,1,3,32000,11,14,27,6,12,7,1,1,13,29,6,5,1,1,4,7,7,2,3,3
"9909",932593,39,1,2,2,95000,11,-2,-2,8,-2,-2,1,1,17,-2,-2,-2,2,1,5,4,4,2,3,3
"9911",932596,39,1,-2,3,54000,4,8,-2,3,5,5,1,1,8,-2,9,6,1,1,1,6,2,1,3,3
"9914",932601,39,1,-2,1,105000,5,9,16,5,0,5,2,2,12,21,6,4,1,1,1,6,6,1,3,3
"9916",932612,39,1,2,4,76000,7,17,-2,7,11,8,2,2,20,-2,10,6,1,1,4,6,4,1,3,3
"9917",932613,39,2,-2,-3,47600,9,6,-2,8,9,7,1,2,11,-2,0,6,4,1,7,4,7,4,3,3
"9918",932616,38,2,-2,2,42000,5,13,-2,9,6,6,2,1,8,-2,5,5,3,1,5,4,4,1,3,3
"9920",932623,38,2,-2,5,17000,9,9,18,7,8,9,1,1,7,15,6,5,1,1,-3,-3,-3,1,3,3
"9921",932624,39,1,3,3,160000,9,13,-2,12,10,7,2,2,13,-2,12,6,4,1,7,1,1,1,3,3
"9922",932634,39,2,-2,3,72500,8,12,-2,7,6,7,1,1,9,-2,7,6,3,1,7,4,5,4,3,3
"9927",932645,38,2,-2,4,15000,7,-2,-2,4,-2,-2,1,1,8,-2,-2,-2,1,1,3,7,7,3,3,3
"9928",932646,38,1,-2,3,75500,5,9,-2,7,9,5,2,1,11,-2,0,4,1,1,3,4,5,1,3,3
"9931",932656,39,2,2,4,120000,11,18,27,8,10,8,1,1,17,21,8,9,1,1,7,7,2,1,2,2
"9933",932669,39,1,-2,3,48000,9,14,-2,6,7,8,1,1,13,-2,8,6,1,1,5,4,3,1,3,3
"9935",932671,39,2,-2,3,40000,9,-4,-2,-4,5,6,1,1,5,-2,4,4,1,1,5,5,3,1,3,3
"9936",932675,39,2,-2,3,72000,6,8,17,8,8,6,2,1,13,18,8,4,1,1,4,3,3,2,2,2
"9937",932676,39,2,-2,3,10000,9,-2,-2,5,-2,-2,1,1,10,-2,-2,-2,1,1,4,4,4,1,3,3
"9938",932679,39,2,-2,3,57000,12,14,26,6,11,9,1,1,14,18,6,7,3,1,3,5,5,1,3,3
"9939",932680,38,2,-2,3,0,6,-2,-2,6,-2,-2,2,1,9,-2,-2,-2,2,1,7,1,1,1,-3,-3
"9941",932684,39,1,3,4,9519,8,-2,-2,10,-2,-2,1,1,14,-2,-2,-2,4,1,4,5,5,1,2,2
"9943",932695,39,1,-2,3,62000,7,10,-2,5,12,8,1,1,13,-2,5,5,2,4,7,3,2,1,-3,-3
"9945",932701,40,2,-2,3,71700,5,13,13,8,12,5,1,1,11,31,8,6,1,1,2,6,4,1,2,2
"9947",932705,39,2,-2,3,26000,6,16,25,9,4,7,1,1,10,19,4,5,1,1,1,7,7,1,-3,-3
"9952",932725,39,2,-2,3,4000,3,-4,-4,-4,2,4,1,1,-30,-30,-30,-30,-3,1,-3,-3,-3,2,3,3
"9954",932737,39,2,2,2,22000,12,20,25,8,11,8,1,1,14,18,9,7,1,1,7,3,3,3,1,1
"9955",932743,39,1,2,3,80000,9,-4,-4,-4,6,6,1,1,14,31,8,7,1,1,3,4,6,3,1,1
"9958",932758,39,2,-2,4,40000,6,-2,-2,3,-2,-2,1,1,13,-2,-2,-2,1,1,-3,-3,-3,1,1,1
"9959",932760,39,1,-2,2,240000,8,-2,-2,5,-2,-2,1,1,7,-2,-2,-2,3,1,4,3,4,1,2,2
"9961",932771,39,1,-2,3,60000,7,-4,-2,-4,11,5,1,1,5,-2,8,5,1,1,6,4,4,1,3,3
"9962",932776,39,1,2,3,140000,10,10,14,9,8,6,1,1,-4,-4,3,4,2,3,3,6,6,4,2,2
"9963",932777,39,2,-2,3,0,10,-2,-2,6,-2,-2,1,1,8,-2,-2,-2,1,1,2,4,6,1,3,3
"9965",932784,39,1,4,3,215000,12,8,22,8,5,4,1,1,17,21,0,5,5,5,7,4,4,1,1,1
"9967",932793,39,1,-2,3,72800,7,-2,-2,4,-2,-2,2,1,10,-2,-2,-2,1,1,5,3,2,1,3,2
"9969",932798,39,2,2,3,106000,9,15,-2,11,0,7,1,1,16,-2,8,6,3,3,7,5,5,1,3,3
"9970",932810,39,2,-2,3,49400,6,-2,-2,4,-2,-2,1,1,16,-2,-2,-2,1,1,5,5,5,1,2,2
"9974",932816,40,2,3,4,95000,10,14,-2,10,9,7,1,1,13,-2,7,5,1,1,7,1,3,3,-3,-3
"9976",932818,39,1,-2,3,113400,11,5,-2,9,4,3,1,1,5,-2,6,3,1,1,5,4,2,1,3,3
"9977",932830,39,1,-2,4,29500,4,-4,-4,-4,8,5,1,2,-3,28,6,7,1,1,2,6,6,1,-3,-3
"9978",932835,38,1,2,3,38200,9,10,-2,7,6,5,1,2,-27,-2,-27,-27,1,1,1,7,7,1,3,3
"9980",932839,40,2,-2,4,69000,6,9,18,4,9,10,1,1,14,22,9,4,1,1,2,7,4,1,1,1
"9981",932840,38,2,2,5,195000,9,-2,-2,5,-5,-2,1,1,10,-2,-2,-2,-3,-3,-3,-3,-3,-3,-3,-3
"9982",932841,39,1,1,2,59500,8,18,-4,-4,6,6,2,1,10,20,10,8,3,2,2,6,6,2,3,2
"9983",932846,38,1,-2,3,68000,12,12,14,10,11,6,1,1,12,16,10,6,2,2,7,5,5,1,3,3
"9985",932851,39,2,-2,4,45100,9,12,-4,8,8,7,2,2,13,26,8,7,1,2,1,7,7,4,3,2
"9986",932857,39,1,3,3,65000,7,-4,-4,-4,12,8,1,1,18,29,6,7,1,1,4,5,5,1,3,3
"9987",932860,38,1,-2,-3,420,9,7,25,9,7,4,1,1,6,16,7,5,1,1,5,2,4,1,3,3
"9988",932861,39,2,-2,3,65800,11,7,24,4,5,9,2,1,7,30,9,8,2,1,4,5,4,1,3,3
"9989",932867,39,1,-2,4,249000,6,9,-2,5,6,4,1,1,7,-2,6,5,1,1,5,4,3,1,3,3
"9991",932873,39,1,-2,2,35000,7,6,19,7,7,4,2,1,8,15,5,6,1,1,5,6,6,1,3,3
"9992",932874,39,1,2,3,96000,11,13,-2,10,11,5,1,1,17,-2,11,5,1,2,3,5,3,1,3,2
"9994",932885,38,1,4,4,106000,4,16,19,5,6,9,2,1,13,15,11,5,1,1,1,7,7,1,3,3
"9997",932894,39,2,-2,3,107000,10,14,-2,5,9,6,1,1,10,-2,9,5,1,1,4,2,2,1,3,2
"10000",932915,39,1,-2,4,62000,11,10,27,10,8,7,1,1,15,30,10,6,1,1,5,6,5,1,3,3
"10001",932917,39,2,-2,3,26400,12,-2,-2,10,-2,-2,2,2,10,-2,-2,-2,1,1,2,7,7,1,3,3
"10007",932941,39,1,3,3,91000,5,9,28,6,10,8,1,1,10,25,5,5,2,3,3,6,6,5,3,3
"10009",932952,40,2,-2,2,46200,7,-2,-2,5,-2,-2,1,1,20,-2,-2,-2,1,1,7,1,1,1,3,3
